uid,u_cat_01,u_cat_02,u_cat_03,u_cat_04,u_cat_05,u_cat_06,u_cat_07,u_cat_08
u031414,14,2,4,31,1,3,2,2
u031415,8,2,5,4,6,3,1,2
u031416,21,1,3,0,0,3,2,1
u031417,35,2,5,0,0,3,0,1
u031418,49,2,5,26,1,2,4,1
u031419,46,2,2,11,2,3,2,2
u031420,52,1,3,5,1,3,1,2
u031421,59,2,5,9,1,3,0,1
u031422,14,1,3,16,2,1,4,1
u031423,58,1,5,0,0,3,0,1
u031424,44,2,5,12,1,3,4,1
u031425,64,2,5,16,6,3,0,2
u031426,14,1,3,20,4,1,2,1
u031427,14,2,5,1,3,3,2,2
u031428,14,2,5,9,2,3,2,1
u031429,16,2,5,12,3,2,2,2
u031430,6,2,5,22,2,3,0,1
u031431,14,2,5,16,6,3,2,2
u031432,21,1,5,0,0,3,1,2
u031433,17,2,2,20,2,3,0,2
u031434,34,2,5,12,4,3,0,2
u031435,46,1,1,0,0,1,1,2
u031436,31,2,3,0,0,3,0,1
u031437,44,2,3,0,0,2,4,2
u031438,26,1,5,24,2,3,1,1
u031439,48,2,5,30,2,3,0,2
u031440,35,1,4,9,2,3,2,1
u031441,35,2,2,0,0,3,0,2
u031442,6,1,3,5,1,3,0,1
u031443,52,2,5,12,2,3,0,2
u031444,38,2,5,0,0,3,0,1
u031445,6,1,4,16,6,3,0,1
u031446,1,2,2,19,4,3,4,1
u031447,11,2,2,0,0,3,0,1
u031448,23,2,3,31,2,2,4,1
u031449,66,2,3,18,0,2,4,1
u031450,1,1,3,31,6,2,4,2
u031451,1,2,5,12,1,3,0,2
u031452,14,2,5,26,1,3,1,1
u031453,46,2,5,1,1,3,4,1
u031454,14,2,5,22,2,3,0,1
u031455,57,1,3,29,4,3,1,2
u031456,1,2,5,31,2,2,2,2
u031457,1,2,3,0,0,2,2,1
u031458,27,1,2,0,0,3,0,2
u031459,49,2,3,28,6,2,2,2
u031460,46,2,5,30,1,3,4,2
u031461,47,1,3,9,2,2,4,1
u031462,31,2,5,0,0,3,0,2
u031463,1,2,5,16,2,3,4,1
u031464,14,2,3,30,1,2,3,1
u031465,44,2,5,22,2,2,4,1
u031466,44,1,2,21,2,2,3,2
u031467,14,1,5,22,2,3,2,1
u031468,50,1,2,30,2,3,2,1
u031469,31,2,5,30,2,3,0,1
u031470,27,2,5,4,6,3,0,1
u031471,35,1,5,0,0,3,0,1
u031472,1,1,5,12,3,3,0,2
u031473,14,2,5,30,2,3,2,2
u031474,6,2,5,26,2,3,0,1
u031475,1,1,2,26,4,3,4,2
u031476,59,1,2,26,1,3,4,2
u031477,27,2,5,9,2,3,0,1
u031478,56,2,5,0,0,2,2,1
u031479,18,2,5,1,2,3,0,1
u031480,22,2,5,4,6,3,0,2
u031481,22,2,5,0,0,3,0,2
u031482,45,1,6,15,5,3,0,2
u031483,29,2,5,2,0,3,0,2
u031484,35,2,5,26,1,3,0,1
u031485,17,2,5,20,6,3,0,2
u031486,27,1,5,31,4,3,0,2
u031487,21,2,5,0,0,3,1,1
u031488,14,2,5,17,4,3,0,2
u031489,48,1,4,26,1,3,0,2
u031490,14,2,5,0,0,3,2,1
u031491,31,1,2,0,0,3,4,2
u031492,49,1,3,1,1,2,2,1
u031493,1,1,3,12,1,3,4,1
u031494,10,2,5,1,1,3,0,1
u031495,13,1,5,0,0,3,0,1
u031496,31,2,2,31,3,3,2,1
u031497,46,1,3,16,3,3,2,2
u031498,56,2,5,0,0,3,4,1
u031499,46,2,5,16,2,2,3,2
u031500,1,1,3,24,4,1,2,2
u031501,22,2,5,0,0,3,1,1
u031502,31,2,5,26,1,3,2,1
u031503,27,2,5,2,0,3,0,2
u031504,44,1,2,16,2,3,1,1
u031505,14,2,5,0,0,1,2,1
u031506,53,2,5,0,0,3,0,2
u031507,54,1,2,26,2,3,0,2
u031508,23,1,4,31,1,2,4,1
u031509,49,1,3,31,5,2,2,2
u031510,31,2,3,1,2,3,4,2
u031511,3,2,5,12,2,3,0,1
u031512,47,1,3,12,1,3,1,1
u031513,52,1,1,28,6,3,4,1
u031514,27,2,3,11,2,3,4,1
u031515,17,2,5,29,6,3,0,2
u031516,64,1,3,21,6,3,4,2
u031517,44,1,2,5,2,2,2,2
u031518,46,2,5,0,0,1,2,1
u031519,27,1,5,26,2,3,0,2
u031520,59,2,5,5,1,3,0,1
u031521,21,2,5,24,4,3,4,1
u031522,27,1,1,1,1,3,2,1
u031523,1,2,5,20,1,3,4,2
u031524,13,1,2,12,4,3,0,1
u031525,3,1,2,23,1,3,4,1
u031526,46,1,2,13,3,1,1,1
u031527,44,2,5,9,2,3,0,2
u031528,14,2,3,26,2,3,4,2
u031529,22,1,2,1,2,3,1,2
u031530,14,1,2,24,2,2,2,2
u031531,11,2,3,0,0,3,0,2
u031532,44,1,3,12,4,3,1,2
u031533,44,1,3,2,3,1,4,2
u031534,58,1,4,0,0,3,0,1
u031535,1,2,5,24,4,3,0,2
u031536,48,2,5,24,4,3,0,1
u031537,59,2,5,20,1,3,0,1
u031538,14,1,3,23,1,3,2,2
u031539,53,1,5,0,0,3,0,2
u031540,10,1,5,26,1,3,0,1
u031541,21,1,5,0,0,3,0,1
u031542,18,2,5,0,0,3,0,1
u031543,1,2,5,0,0,3,0,2
u031544,1,2,5,1,2,3,1,1
u031545,14,2,3,1,1,2,2,1
u031546,14,2,5,0,0,3,4,1
u031547,38,2,3,30,2,3,0,2
u031548,47,1,2,0,0,2,2,1
u031549,46,2,5,0,0,3,0,1
u031550,1,2,5,27,1,2,2,2
u031551,44,2,5,5,1,2,4,2
u031552,47,2,3,31,1,2,2,2
u031553,14,2,3,31,2,1,2,2
u031554,14,2,3,16,2,3,2,1
u031555,13,2,5,12,4,3,0,1
u031556,16,1,3,28,6,3,1,1
u031557,1,2,5,0,0,3,4,2
u031558,56,1,2,31,1,1,4,1
u031559,48,2,5,26,0,3,0,1
u031560,20,1,5,9,2,3,0,1
u031561,1,1,2,28,6,2,4,2
u031562,3,2,5,9,6,3,0,1
u031563,44,2,5,0,0,2,4,2
u031564,64,1,4,16,2,3,1,2
u031565,38,2,5,0,0,3,0,2
u031566,31,2,5,12,4,1,2,2
u031567,44,2,3,31,4,2,4,1
u031568,17,2,2,0,0,3,0,2
u031569,34,1,5,1,2,3,1,1
u031570,47,1,5,1,1,3,1,1
u031571,40,1,2,0,0,3,0,1
u031572,29,2,3,0,0,3,0,1
u031573,48,2,2,19,4,3,0,2
u031574,29,2,3,1,3,3,0,2
u031575,20,1,3,20,6,3,4,1
u031576,21,2,5,12,2,3,0,1
u031577,44,2,5,9,2,2,4,1
u031578,23,1,3,0,0,2,2,2
u031579,29,2,5,0,0,3,0,1
u031580,31,2,3,11,2,3,3,1
u031581,47,1,5,0,0,2,2,1
u031582,44,1,2,16,6,2,2,1
u031583,9,2,5,0,0,3,0,2
u031584,44,1,3,9,1,2,4,2
u031585,44,2,5,5,1,3,4,1
u031586,56,2,3,30,2,3,0,1
u031587,46,2,5,13,1,2,0,2
u031588,6,2,5,12,1,3,0,1
u031589,11,2,3,0,0,3,0,1
u031590,1,2,5,0,0,2,3,2
u031591,14,2,5,0,0,3,1,2
u031592,44,2,5,0,0,3,2,2
u031593,44,1,3,31,2,2,0,1
u031594,48,1,3,0,0,3,0,1
u031595,47,2,3,30,6,2,4,2
u031596,44,2,3,26,3,3,2,2
u031597,27,2,5,22,1,3,0,2
u031598,25,2,5,26,2,3,1,1
u031599,44,2,5,31,2,2,2,2
u031600,44,2,5,0,0,3,0,2
u031601,31,2,5,0,0,3,4,2
u031602,27,1,4,11,2,3,0,1
u031603,57,1,5,1,2,3,1,1
u031604,44,2,5,28,3,2,0,1
u031605,3,1,5,1,1,3,1,2
u031606,48,2,5,5,1,3,0,1
u031607,14,1,3,9,1,3,2,2
u031608,18,2,4,9,2,3,4,2
u031609,20,1,5,0,0,3,2,2
u031610,18,1,3,0,0,3,0,1
u031611,4,1,5,26,3,3,0,2
u031612,47,1,2,23,1,2,2,1
u031613,18,2,5,0,0,3,1,1
u031614,46,1,3,31,1,1,0,1
u031615,44,1,2,30,2,3,1,1
u031616,49,2,5,31,5,2,0,1
u031617,1,1,5,0,0,3,1,1
u031618,44,1,3,9,6,2,3,2
u031619,44,1,3,21,2,2,4,1
u031620,21,2,5,31,1,3,0,2
u031621,23,2,5,21,6,2,2,2
u031622,1,2,5,31,2,3,1,2
u031623,59,1,4,16,6,3,4,1
u031624,13,1,2,1,4,3,3,1
u031625,31,1,4,16,6,3,2,2
u031626,22,1,3,27,6,3,4,2
u031627,29,2,5,1,2,3,0,2
u031628,48,2,5,5,2,1,0,1
u031629,14,2,5,30,2,2,2,2
u031630,44,2,3,22,1,2,4,2
u031631,52,2,3,31,2,3,0,1
u031632,42,1,3,12,1,2,1,1
u031633,44,1,3,31,2,2,1,2
u031634,6,2,3,0,0,3,0,2
u031635,31,2,5,29,1,3,4,1
u031636,31,1,2,0,0,3,4,1
u031637,46,2,5,21,2,3,2,1
u031638,46,2,5,0,0,1,2,1
u031639,44,2,5,0,0,2,4,2
u031640,44,2,3,16,6,2,2,1
u031641,13,2,3,0,0,3,4,1
u031642,17,1,3,5,4,3,2,1
u031643,48,1,5,16,2,3,0,1
u031644,46,2,5,0,0,2,2,2
u031645,27,2,5,5,2,3,0,2
u031646,44,2,5,7,4,3,4,1
u031647,22,2,2,5,1,3,0,2
u031648,44,2,5,31,4,2,3,2
u031649,46,1,2,9,1,3,0,1
u031650,46,2,5,0,0,3,2,1
u031651,46,2,5,7,4,1,0,2
u031652,46,1,3,29,4,3,4,2
u031653,56,2,5,4,1,3,0,1
u031654,31,2,5,12,2,3,1,2
u031655,1,2,5,4,6,1,2,2
u031656,44,1,3,0,0,2,2,1
u031657,56,2,2,0,0,3,2,2
u031658,38,1,3,22,3,3,0,1
u031659,35,2,5,16,6,3,0,1
u031660,64,1,2,5,1,3,5,1
u031661,59,1,3,30,2,3,0,1
u031662,48,2,5,2,0,3,0,1
u031663,22,1,3,9,1,3,0,2
u031664,44,2,5,9,1,2,4,2
u031665,13,2,5,0,0,3,0,2
u031666,1,1,3,30,2,3,1,1
u031667,35,2,5,26,1,3,0,1
u031668,14,1,2,19,1,3,4,2
u031669,3,1,1,22,3,3,2,1
u031670,1,2,5,26,0,2,3,2
u031671,18,2,6,16,6,3,0,2
u031672,27,2,5,11,2,3,0,1
u031673,14,2,5,17,4,3,1,2
u031674,31,2,5,0,0,3,0,2
u031675,23,2,5,9,3,2,2,2
u031676,1,2,5,5,1,3,1,1
u031677,17,2,5,29,6,3,0,2
u031678,46,2,5,5,2,3,4,2
u031679,1,2,5,31,1,2,4,1
u031680,56,1,3,26,2,3,0,2
u031681,29,2,5,4,1,3,1,1
u031682,14,2,5,28,3,3,4,2
u031683,34,2,5,20,1,3,0,1
u031684,13,2,3,16,6,3,0,1
u031685,13,1,4,27,4,3,0,1
u031686,29,2,5,0,0,3,0,2
u031687,59,2,5,4,1,3,0,2
u031688,44,1,3,0,0,2,3,1
u031689,47,2,5,12,4,2,2,2
u031690,17,2,5,1,1,3,0,1
u031691,18,1,3,0,0,3,2,2
u031692,14,2,5,31,1,1,2,1
u031693,14,1,3,5,2,3,1,1
u031694,14,2,5,22,3,3,2,2
u031695,26,1,3,26,3,3,0,1
u031696,31,2,5,19,6,3,2,2
u031697,56,2,5,5,1,3,0,2
u031698,6,2,5,9,2,3,0,1
u031699,46,2,5,0,0,1,2,2
u031700,46,1,3,0,0,3,1,1
u031701,44,2,3,0,0,3,2,2
u031702,48,1,3,4,4,3,2,1
u031703,31,2,5,1,1,3,3,2
u031704,29,1,5,27,1,3,1,2
u031705,58,2,6,9,1,3,0,2
u031706,31,2,5,0,0,1,4,1
u031707,44,1,3,21,6,1,1,2
u031708,14,2,5,0,0,3,2,2
u031709,59,2,5,30,1,3,0,2
u031710,14,2,3,30,1,1,2,1
u031711,14,2,5,0,0,2,4,1
u031712,21,2,5,26,1,3,0,2
u031713,18,1,2,0,0,3,2,2
u031714,25,2,3,23,1,3,1,1
u031715,47,2,5,31,2,2,0,2
u031716,13,2,5,30,6,3,0,1
u031717,44,1,2,16,2,2,4,1
u031718,46,1,4,0,0,1,3,2
u031719,46,2,5,22,2,3,2,1
u031720,44,1,5,2,0,2,2,2
u031721,47,2,5,9,2,2,4,1
u031722,23,2,3,9,1,2,2,2
u031723,6,2,5,0,0,3,0,1
u031724,14,2,5,5,1,3,0,2
u031725,47,1,3,16,2,2,4,2
u031726,46,1,3,0,0,2,2,1
u031727,34,2,5,1,2,3,1,1
u031728,1,2,5,26,2,2,3,2
u031729,46,2,5,9,2,2,3,1
u031730,18,2,5,29,4,3,2,2
u031731,35,2,5,17,6,3,0,1
u031732,46,1,3,12,1,3,1,1
u031733,49,2,5,11,2,2,4,2
u031734,14,2,5,5,4,3,4,1
u031735,9,1,2,16,3,3,1,1
u031736,34,2,3,1,2,3,0,1
u031737,14,2,5,31,1,3,2,2
u031738,9,2,1,29,6,3,0,2
u031739,44,2,5,1,3,3,0,1
u031740,49,2,5,12,4,2,2,2
u031741,14,1,2,31,5,3,4,1
u031742,10,1,5,12,4,3,2,2
u031743,44,1,2,2,0,3,1,1
u031744,6,2,5,9,1,3,0,1
u031745,14,2,5,4,6,3,4,1
u031746,54,2,5,19,4,3,0,1
u031747,46,2,3,26,2,1,2,1
u031748,1,2,3,26,2,3,2,2
u031749,21,2,5,30,6,3,0,2
u031750,56,2,5,4,6,3,0,1
u031751,1,2,3,26,1,2,4,2
u031752,21,2,5,2,0,3,0,2
u031753,31,1,5,9,6,3,2,1
u031754,46,2,5,4,4,3,2,2
u031755,1,1,3,1,1,3,2,2
u031756,44,1,3,0,0,3,2,2
u031757,38,2,5,13,3,3,0,1
u031758,18,2,5,7,1,3,0,2
u031759,1,2,5,19,6,3,0,2
u031760,8,2,2,0,0,3,1,2
u031761,14,2,5,0,0,1,2,2
u031762,1,2,5,21,1,2,2,2
u031763,44,1,2,31,2,2,2,2
u031764,31,1,3,21,2,3,0,1
u031765,1,1,2,16,2,2,2,2
u031766,25,2,3,16,6,3,0,2
u031767,66,1,5,1,1,2,4,2
u031768,27,1,2,26,2,3,2,1
u031769,8,2,6,15,5,3,1,1
u031770,34,2,5,19,6,3,1,1
u031771,44,2,5,16,6,3,4,2
u031772,31,1,3,12,4,3,1,1
u031773,47,2,5,1,3,2,4,1
u031774,13,2,5,21,6,3,0,1
u031775,48,2,5,22,2,3,0,2
u031776,14,2,3,20,2,3,2,1
u031777,10,2,3,22,2,3,0,1
u031778,44,2,3,1,2,2,4,2
u031779,6,2,5,30,1,3,0,1
u031780,18,2,2,9,6,3,4,1
u031781,46,2,3,26,0,1,2,1
u031782,49,1,3,31,2,2,1,2
u031783,3,1,3,19,6,3,2,1
u031784,44,1,3,1,1,2,3,1
u031785,21,2,2,16,6,3,1,1
u031786,33,2,2,29,2,3,1,1
u031787,59,2,3,28,2,3,0,2
u031788,20,2,5,26,0,3,0,2
u031789,29,2,5,19,1,3,0,2
u031790,13,2,5,5,2,3,0,2
u031791,31,2,5,9,6,3,4,2
u031792,47,2,5,16,3,2,4,1
u031793,1,1,3,30,2,3,4,1
u031794,59,1,5,5,1,3,0,1
u031795,14,2,3,31,2,3,2,1
u031796,1,2,5,12,2,3,0,2
u031797,44,1,3,1,1,3,4,1
u031798,13,2,5,0,0,3,0,2
u031799,56,2,4,1,2,3,0,1
u031800,14,2,5,20,4,3,2,2
u031801,1,2,5,30,2,3,1,2
u031802,14,2,3,31,2,3,4,1
u031803,1,1,2,7,4,3,1,1
u031804,53,1,1,29,4,3,4,2
u031805,47,2,5,31,1,3,4,2
u031806,44,2,5,9,6,2,4,1
u031807,1,2,5,0,0,3,0,2
u031808,31,1,5,0,0,3,0,1
u031809,47,2,5,30,2,3,4,1
u031810,27,2,5,1,2,3,0,2
u031811,25,2,2,31,5,3,0,2
u031812,22,2,3,0,0,3,0,2
u031813,52,1,4,16,6,3,2,1
u031814,31,1,5,9,2,3,4,1
u031815,44,2,5,0,0,3,0,1
u031816,47,1,3,0,0,3,0,1
u031817,47,2,5,9,2,3,4,2
u031818,1,1,5,9,2,2,3,1
u031819,14,2,4,0,0,1,2,1
u031820,6,1,5,20,4,3,0,1
u031821,46,1,4,1,2,3,4,1
u031822,1,1,3,1,2,1,2,2
u031823,1,2,5,1,2,3,4,2
u031824,31,1,3,5,1,3,2,1
u031825,14,2,2,21,6,1,2,1
u031826,53,2,2,17,6,3,0,1
u031827,31,2,5,0,0,3,4,1
u031828,46,1,3,30,6,3,4,1
u031829,49,2,3,12,2,2,0,1
u031830,46,1,3,0,0,3,1,2
u031831,1,1,3,1,1,2,0,1
u031832,63,2,2,21,6,3,1,2
u031833,59,2,5,26,0,3,0,1
u031834,44,2,5,16,3,2,4,1
u031835,22,2,5,0,0,3,0,2
u031836,1,1,3,4,4,3,1,2
u031837,46,2,3,1,2,3,2,2
u031838,46,1,3,0,0,3,4,1
u031839,31,2,3,31,1,3,1,2
u031840,11,2,5,19,6,3,0,2
u031841,16,2,3,31,6,2,1,2
u031842,34,1,1,9,1,2,2,1
u031843,38,2,1,27,4,3,0,2
u031844,23,1,3,31,2,2,2,2
u031845,59,2,2,0,0,3,2,2
u031846,4,1,2,15,5,3,1,2
u031847,10,2,5,5,1,3,0,1
u031848,13,2,5,31,2,3,0,2
u031849,41,1,2,0,0,3,0,2
u031850,1,2,5,0,0,2,0,2
u031851,14,1,4,9,6,3,2,2
u031852,1,1,3,31,1,2,0,2
u031853,44,2,5,30,6,3,4,1
u031854,63,2,5,29,4,3,1,2
u031855,59,1,5,1,1,3,0,1
u031856,44,2,5,28,6,2,4,2
u031857,47,2,5,9,2,2,4,1
u031858,38,2,3,1,2,3,2,1
u031859,1,2,3,21,6,3,1,1
u031860,46,2,5,31,1,3,4,2
u031861,1,2,5,21,2,2,0,2
u031862,46,2,3,16,2,1,2,1
u031863,20,1,5,7,6,3,0,2
u031864,27,1,4,17,4,3,0,1
u031865,1,2,5,0,0,3,4,2
u031866,2,1,6,16,6,3,0,2
u031867,47,1,5,31,2,2,4,1
u031868,56,1,4,19,1,3,0,2
u031869,20,1,2,0,0,3,0,1
u031870,48,1,3,1,2,3,0,1
u031871,46,1,3,26,3,3,0,1
u031872,53,2,5,9,1,3,0,1
u031873,21,2,5,13,3,3,4,2
u031874,27,1,5,22,2,3,0,1
u031875,44,1,2,1,1,3,0,2
u031876,1,2,5,29,4,3,2,1
u031877,13,1,5,3,1,3,0,2
u031878,38,1,2,26,2,3,1,1
u031879,10,2,5,9,6,3,4,1
u031880,18,1,2,9,1,3,2,2
u031881,18,1,2,28,6,3,0,2
u031882,10,1,5,9,2,3,0,1
u031883,44,1,3,1,2,3,4,1
u031884,44,2,5,9,2,2,4,1
u031885,52,2,5,19,2,3,1,1
u031886,14,2,5,23,6,3,2,1
u031887,18,1,3,7,4,3,1,1
u031888,1,2,5,12,3,3,4,2
u031889,1,2,5,11,6,1,2,1
u031890,44,1,3,30,6,2,2,2
u031891,13,2,5,22,2,3,0,1
u031892,57,1,5,22,1,3,1,2
u031893,14,1,4,1,1,3,4,2
u031894,3,2,2,1,2,3,0,2
u031895,23,2,3,31,2,3,1,2
u031896,49,1,3,17,6,2,4,1
u031897,46,2,2,13,2,3,2,2
u031898,44,2,3,30,2,2,2,2
u031899,52,2,5,26,4,3,0,1
u031900,1,1,2,0,0,3,0,2
u031901,17,2,5,30,6,3,0,2
u031902,46,1,3,1,2,2,2,2
u031903,14,2,5,0,0,3,1,2
u031904,3,1,5,9,6,3,1,1
u031905,44,2,5,29,4,3,2,2
u031906,31,2,2,2,0,3,1,2
u031907,38,2,5,0,0,3,0,1
u031908,49,1,3,4,6,2,2,1
u031909,48,2,5,26,2,3,0,2
u031910,49,2,5,26,2,2,4,2
u031911,47,2,5,0,0,2,2,2
u031912,23,2,5,0,0,2,1,1
u031913,64,2,3,16,2,3,0,2
u031914,23,2,5,21,1,2,2,1
u031915,29,2,5,16,6,3,0,1
u031916,44,1,3,0,0,3,1,1
u031917,44,2,5,16,2,2,4,2
u031918,47,1,3,0,0,2,4,1
u031919,46,2,5,0,0,1,2,2
u031920,14,2,5,5,1,3,0,1
u031921,17,1,3,30,6,3,0,1
u031922,58,2,5,4,4,3,0,1
u031923,64,2,5,9,6,3,0,2
u031924,22,1,3,26,3,3,0,1
u031925,14,2,5,6,4,3,2,1
u031926,21,2,5,18,0,3,0,1
u031927,31,2,5,16,2,3,0,2
u031928,46,2,5,16,6,3,2,1
u031929,1,1,3,31,2,1,4,2
u031930,14,2,5,22,1,3,2,1
u031931,52,2,5,30,2,3,0,1
u031932,59,2,5,26,0,3,0,1
u031933,13,2,5,13,4,3,0,2
u031934,64,2,5,0,0,3,0,1
u031935,22,2,5,12,1,3,0,1
u031936,44,2,5,12,1,3,0,2
u031937,49,2,5,13,1,2,2,1
u031938,1,1,3,13,1,2,2,2
u031939,38,2,5,0,0,3,0,1
u031940,22,1,2,0,0,3,1,2
u031941,9,1,5,0,0,3,0,1
u031942,20,1,5,0,0,3,2,1
u031943,44,2,5,5,1,3,4,1
u031944,52,2,3,1,1,3,3,2
u031945,48,2,2,26,1,3,0,2
u031946,29,1,2,0,0,1,1,2
u031947,44,1,3,0,0,3,0,2
u031948,23,2,5,31,1,2,2,1
u031949,14,2,3,26,2,3,2,1
u031950,44,2,5,12,3,3,0,1
u031951,1,1,3,1,1,2,4,2
u031952,52,2,5,22,2,3,0,2
u031953,34,2,5,31,1,3,0,2
u031954,46,2,5,30,2,1,0,2
u031955,18,2,3,21,2,3,2,2
u031956,48,2,2,12,1,3,0,1
u031957,52,1,1,5,1,3,2,2
u031958,46,2,3,5,3,3,4,1
u031959,64,2,5,16,2,3,0,2
u031960,34,2,3,0,0,3,0,2
u031961,18,2,5,1,1,3,2,2
u031962,14,1,6,27,4,1,2,2
u031963,18,2,3,13,1,3,1,2
u031964,44,2,3,0,0,2,4,1
u031965,1,2,3,13,4,2,2,2
u031966,59,1,5,16,6,3,0,1
u031967,18,2,5,0,0,3,1,1
u031968,1,1,5,22,3,2,2,1
u031969,27,2,5,21,2,3,0,1
u031970,34,2,5,28,6,1,4,2
u031971,46,2,5,31,1,1,0,1
u031972,47,1,3,9,6,2,4,1
u031973,48,1,3,12,4,3,2,2
u031974,22,1,3,7,6,3,1,1
u031975,42,1,5,5,2,2,2,2
u031976,49,2,5,31,2,2,4,1
u031977,56,2,5,27,1,3,0,1
u031978,49,1,2,28,6,2,4,2
u031979,14,1,3,23,4,2,2,2
u031980,59,2,5,9,1,3,0,1
u031981,1,2,5,0,0,2,2,2
u031982,1,1,3,21,6,3,1,1
u031983,14,2,5,29,4,3,4,2
u031984,46,2,3,9,6,1,2,2
u031985,14,1,3,24,4,1,2,1
u031986,31,1,5,9,6,2,3,2
u031987,8,1,6,26,3,3,0,1
u031988,6,2,5,22,1,3,0,1
u031989,57,1,5,0,0,3,1,1
u031990,20,1,2,31,5,3,0,1
u031991,46,2,5,20,4,3,1,1
u031992,54,2,2,30,2,3,0,1
u031993,64,2,5,0,0,3,0,1
u031994,27,2,5,0,0,3,0,1
u031995,11,1,5,16,3,3,0,1
u031996,46,1,3,31,1,1,4,1
u031997,34,2,3,31,4,3,1,2
u031998,47,1,3,5,1,3,2,1
u031999,46,2,3,0,0,3,2,2
u032000,48,2,2,12,4,3,2,2
u032001,57,2,2,16,6,3,1,2
u032002,59,2,5,26,1,3,0,1
u032003,14,2,5,31,6,3,2,2
u032004,66,2,3,28,6,2,1,2
u032005,44,2,2,4,4,2,1,2
u032006,42,2,5,20,6,2,4,2
u032007,64,2,5,0,0,3,0,2
u032008,44,2,5,19,4,2,0,1
u032009,47,2,5,9,2,2,2,1
u032010,25,2,2,25,3,3,0,2
u032011,23,2,5,29,6,2,2,2
u032012,35,2,5,17,4,3,0,2
u032013,29,2,3,26,1,3,4,1
u032014,49,2,5,0,0,2,4,1
u032015,3,2,5,1,2,3,0,1
u032016,1,1,3,5,1,3,1,1
u032017,52,2,5,29,4,3,0,2
u032018,1,2,5,12,3,3,1,1
u032019,48,2,5,30,2,3,0,1
u032020,63,2,6,0,0,3,1,1
u032021,16,1,3,15,5,2,2,1
u032022,21,2,4,31,1,3,1,2
u032023,23,2,5,19,6,2,1,1
u032024,31,1,2,31,2,1,2,2
u032025,44,2,3,9,6,2,0,2
u032026,33,2,2,16,6,3,2,1
u032027,49,2,5,27,1,3,0,2
u032028,23,2,5,1,3,2,2,1
u032029,44,2,5,9,6,3,2,2
u032030,47,1,2,9,2,2,4,2
u032031,6,1,4,0,0,3,0,2
u032032,47,1,3,9,1,2,1,2
u032033,49,2,5,11,2,2,2,2
u032034,64,1,4,0,0,3,4,1
u032035,52,1,4,5,1,3,0,1
u032036,44,2,5,11,2,3,0,2
u032037,47,2,5,0,0,2,2,1
u032038,47,1,5,0,0,2,2,1
u032039,44,1,2,12,1,2,4,1
u032040,34,1,4,31,2,3,1,2
u032041,49,2,5,1,2,2,2,2
u032042,27,1,1,5,1,3,1,2
u032043,49,2,5,22,1,2,4,1
u032044,52,2,5,19,1,1,0,1
u032045,44,1,5,30,2,2,3,1
u032046,22,2,5,26,1,3,0,1
u032047,14,1,2,0,0,3,0,2
u032048,47,1,3,7,1,3,2,2
u032049,53,2,5,0,0,3,0,1
u032050,31,2,5,12,1,3,0,1
u032051,35,2,5,26,1,3,0,2
u032052,47,2,5,30,2,2,0,1
u032053,1,2,5,31,2,2,0,2
u032054,44,1,3,20,4,3,4,2
u032055,4,2,2,16,3,3,1,2
u032056,47,1,3,0,0,2,2,2
u032057,18,2,3,12,3,3,4,2
u032058,44,2,5,5,2,2,4,1
u032059,1,2,5,17,4,3,0,1
u032060,42,1,3,12,1,2,2,1
u032061,59,2,3,0,0,3,1,2
u032062,22,2,5,5,1,3,0,1
u032063,48,2,3,1,2,3,4,2
u032064,47,1,3,22,1,2,2,2
u032065,64,1,5,0,0,3,0,1
u032066,34,1,3,7,1,3,0,1
u032067,1,2,5,16,2,3,4,1
u032068,64,2,4,9,6,3,0,1
u032069,18,2,2,26,1,3,4,1
u032070,16,2,5,4,6,2,4,2
u032071,1,2,5,13,1,3,0,1
u032072,23,1,3,2,0,2,4,1
u032073,44,2,5,5,2,3,0,2
u032074,18,2,4,31,3,1,2,1
u032075,53,1,5,0,0,3,0,1
u032076,61,2,5,9,6,3,1,1
u032077,1,1,5,0,0,2,4,2
u032078,20,2,2,12,3,3,0,1
u032079,49,2,5,21,2,2,2,2
u032080,59,2,5,4,6,3,0,2
u032081,34,2,2,0,0,1,0,2
u032082,50,1,5,16,6,3,1,2
u032083,49,2,5,9,2,3,0,2
u032084,49,1,2,0,0,1,1,1
u032085,44,2,5,2,0,3,1,1
u032086,17,2,3,5,1,3,2,2
u032087,49,2,5,26,2,3,4,1
u032088,20,2,5,0,0,3,0,2
u032089,48,2,5,0,0,3,0,2
u032090,9,1,5,0,0,3,0,2
u032091,3,2,5,0,0,3,0,2
u032092,47,2,5,24,4,3,4,1
u032093,49,1,3,22,2,2,2,1
u032094,49,2,5,14,4,2,2,1
u032095,18,2,5,16,6,3,0,2
u032096,44,2,5,12,4,2,2,2
u032097,49,1,3,26,2,2,1,1
u032098,16,1,5,12,4,2,1,2
u032099,35,2,1,31,1,3,0,1
u032100,21,1,4,31,2,1,0,1
u032101,23,2,5,1,2,2,1,1
u032102,38,2,5,31,1,3,1,1
u032103,49,2,5,0,0,2,2,2
u032104,34,2,5,5,4,3,0,2
u032105,23,2,5,1,2,3,2,2
u032106,47,1,3,31,2,2,1,2
u032107,64,2,5,0,0,3,0,1
u032108,49,2,5,27,4,2,4,1
u032109,47,2,5,0,0,3,0,1
u032110,23,1,5,2,3,1,1,1
